id,longitude,latitude
1481,11.128377,46.053122
1482,11.131476,46.053661
1483,11.128393,46.053366
1484,11.127513,46.047978
1485,11.124789,46.047806
1486,11.129577,46.052867
1487,11.126018,46.036849
1488,11.126139,46.046882
1489,11.123224,46.050517
1490,11.131577,46.032157
1491,11.12556,46.052699
1492,11.132039,46.053437
1493,11.124498,46.038756
1494,11.130271,46.037349
1495,11.121759,46.049894
1496,11.130257,46.036623
1497,11.131357,46.048853
1498,11.121324,46.051848
1499,11.134972,46.026035
1500,11.129023,46.044533
1501,11.127769,46.048595
1502,11.128241,46.053465
1503,11.125698,46.048662
1504,11.12673,46.036663
1505,11.123494,46.049748
1506,11.140298,46.039865
1507,11.127619,46.04653
1508,11.129638,46.053337
1509,11.123836,46.051546
1510,11.131666,46.03374
1511,11.129951,46.03661
1512,11.12455,46.038422
1513,11.132972,46.036879
1514,11.124712,46.047872
1515,11.12838,46.052883
1516,11.124701,46.05001
1517,11.133038,46.040564
1518,11.125822,46.047614
1519,11.129979,46.03642
1520,11.127598,46.053493
1521,11.129632,46.053234
1522,11.126818,46.036158
1523,11.12985,46.036343
1524,11.131371,46.049789
1525,11.124365,46.04839
1526,11.124028,46.052906
1527,11.122256,46.051144
1528,11.129958,46.053507
1529,11.128609,46.044544
1530,11.122646,46.049325
1531,11.124665,46.049598
1532,11.123135,46.051491
1533,11.129898,46.053693
1534,11.127383,46.036465
1535,11.126521,46.03519
1536,11.122824,46.051597
1537,11.123402,46.049685
1538,11.126716,46.046547
1539,11.129547,46.053705
1540,11.124983,46.049809
1541,11.124591,46.0527
1542,11.132183,46.034285
1543,11.125397,46.047557
1544,11.134368,46.041117
1545,11.130945,46.048035
1546,11.122205,46.041507
1547,11.125739,46.047668
1548,11.124684,46.048158
1549,11.130822,46.046781
1550,11.129916,46.053352
1551,11.124077,46.051585
1552,11.129159,46.04453
1553,11.130802,46.044373
1554,11.128238,46.04537
1555,11.123087,46.038293
1556,11.12159,46.051865
1557,11.124429,46.048391
1558,11.135249,46.035748
1559,11.128037,46.045907
1560,11.13337,46.04028
1561,11.124124,46.051211
1562,11.12985,46.054099
1563,11.130247,46.047037
1564,11.131034,46.039362
1565,11.124637,46.039158
1566,11.130726,46.058787
1567,11.132418,46.058027
1568,11.132917,46.06199
1569,11.127744,46.011661
1570,11.127166,46.013729
1571,11.123495,45.996272
1572,11.129471,46.000029
1573,11.12809,46.006859
1574,11.132095,46.014059
1575,11.129403,46.004067
1576,11.127623,46.00708
1577,11.127388,46.00578
1578,11.127891,46.004932
1579,11.128062,46.009025
1580,11.126985,46.020563
1581,11.128164,46.004899
1582,11.126886,46.002169
1583,11.128965,46.01384
1584,11.128465,46.006532
1585,11.1278,46.006938
1586,11.127537,46.012569
1587,11.128542,46.014088
1588,11.132262,46.014263
1589,11.125865,46.007091
1590,11.132097,46.014169
1591,11.123645,45.99691
1592,11.128224,46.0133
1593,11.129279,46.005581
1594,11.127284,46.005841
1595,11.127081,46.006306
1596,11.132114,46.013965
1597,11.124635,45.998806
1598,11.128528,46.013269
1599,11.127649,46.013703
1600,11.13227,46.013714
1601,11.127946,46.007864
1602,11.124544,45.999465
1603,11.123311,45.996166
1604,11.124662,46.008148
1605,11.126359,46.005748
1606,11.128955,46.011307
1607,11.126219,46.003509
1608,11.126367,46.005863
1609,11.126073,45.999789
1610,11.127412,46.006345
1611,11.126021,45.999367
1612,11.134684,46.011316
1613,11.12857,46.012301
1614,11.127725,46.011605
1615,11.127915,46.007767
1616,11.123068,45.995883
1617,11.132412,46.014513
1618,11.13248,46.014652
1619,11.123812,45.998636
1620,11.128735,46.008563
1621,11.133029,46.009378
1622,11.132374,46.013957
1623,11.132765,46.016941
1624,11.13227,46.014471
1625,11.130886,46.013175
1626,11.127197,46.006791
1627,11.056647,46.071087
1628,11.064493,46.071934
1629,11.058673,46.07265
1630,11.058135,46.038635
1631,11.064649,46.088876
1632,11.058793,46.0401
1633,11.059634,46.072471
1634,11.045242,46.076586
1635,11.059632,46.071973
1636,11.042663,46.081025
1637,11.045349,46.081799
1638,11.059755,46.071663
1639,11.067558,46.089531
1640,11.063691,46.082971
1641,11.060064,46.071227
1642,11.068503,46.090507
1643,11.059372,46.070936
1644,11.058572,46.073136
1645,11.059182,46.076552
1646,11.059801,46.074087
1647,11.068975,46.090698
1648,11.057075,46.03923
1649,11.059627,46.071752
1650,11.064639,46.087872
1651,11.045337,46.081756
1652,11.066525,46.089351
1653,11.059468,46.071475
1654,11.057598,46.039432
1655,11.112371,46.041457
1656,11.115966,46.036052
1657,11.108405,46.037562
1658,11.105295,46.018339
1659,11.109177,46.039592
1660,11.107213,46.037211
1661,11.116418,46.037772
1662,11.107088,46.037215
1663,11.112512,46.044458
1664,11.105571,46.01675
1665,11.111727,46.040266
1666,11.112917,46.042489
1667,11.105588,46.016893
1668,11.111797,46.029095
1669,11.107873,46.008122
1670,11.114506,46.036781
1671,11.108342,46.041677
1672,11.113796,46.045531
1673,11.117936,46.035886
1674,11.106791,46.038068
1675,11.115378,46.036304
1676,11.107176,46.017711
1677,11.113578,46.040637
1678,11.111318,46.040876
1679,11.104862,46.019098
1680,11.113594,46.042611
1681,11.111523,46.040682
1682,11.12023,46.039083
1683,11.103865,46.116749
1684,11.09174,46.107758
1685,11.1123,46.099027
1686,11.109945,46.100812
1687,11.1064,46.104874
1688,11.097688,46.117304
1689,11.098332,46.116954
1690,11.097788,46.116858
1691,11.097888,46.116729
1692,11.112005,46.108548
1693,11.101482,46.100656
1694,11.098292,46.120077
1695,11.099901,46.101088
1696,11.096479,46.118777
1697,11.108083,46.110923
1698,11.111618,46.106863
1699,11.108091,46.097838
1700,11.088996,46.119891
1701,11.110026,46.128817
1702,11.109667,46.103924
1703,11.0992,46.120892
1704,11.10307,46.116802
1705,11.114229,46.105207
1706,11.107599,46.126867
1707,11.093818,46.116089
1708,11.100116,46.117212
1709,11.11045,46.128617
1710,11.097755,46.116959
1711,11.098147,46.120661
1712,11.093074,46.116435
1713,11.099394,46.10064
1714,11.111284,46.099369
1715,11.111328,46.106713
1716,11.100604,46.10279
1717,11.109211,46.131366
1718,11.110851,46.101069
1719,11.100473,46.116879
1720,11.095053,46.122339
1721,11.091732,46.110727
1722,11.10644,46.118505
1723,11.101645,46.121988
1724,11.110138,46.102401
1725,11.099251,46.121237
1726,11.110997,46.100543
1727,11.110811,46.101193
1728,11.098677,46.117349
1729,11.106997,46.11252
1730,11.10847,46.109889
1731,11.1103,46.129216
1732,11.117818,46.099887
1733,11.095581,46.122683
1734,11.098578,46.11849
1735,11.113054,46.100258
1736,11.109362,46.128363
1737,11.113532,46.098519
1738,11.098373,46.123316
1739,11.089033,46.119489
1740,11.112224,46.100799
1741,11.11197,46.108446
1742,11.108937,46.1309
1743,11.100131,46.099958
1744,11.106272,46.118891
1745,11.114621,46.106691
1746,11.107153,46.113289
1747,11.091702,46.124739
1748,11.110738,46.134143
1749,11.093119,46.10536
1750,11.112639,46.102848
1751,11.108425,46.109851
1752,11.110831,46.102541
1753,11.096198,46.120382
1754,11.111771,46.097593
1755,11.105678,46.110682
1756,11.091153,46.124248
1757,11.108079,46.125117
1758,11.103284,46.117206
1759,11.113099,46.099895
1760,11.113343,46.107337
1761,11.107025,46.10934
1762,11.109978,46.106433
1763,11.101806,46.122036
1764,11.112558,46.105691
1765,11.10878,46.101358
1766,11.09697,46.117791
1767,11.101363,46.101511
1768,11.101876,46.098532
1769,11.111531,46.108074
1770,11.111511,46.108836
1771,11.109568,46.098444
1772,11.119227,46.099574
1773,11.108133,46.10566
1774,11.108076,46.105093
1775,11.09156,46.111306
1776,11.109643,46.10457
1777,11.107616,46.110955
1778,11.110066,46.128696
1779,11.109882,46.098602
1780,11.092715,46.11706
1781,11.109825,46.103134
1782,11.111675,46.108721
1783,11.111883,46.10692
1784,11.108027,46.111792
1785,11.109183,46.131256
1786,11.106156,46.115973
1787,11.101481,46.100567
1788,11.099056,46.121026
1789,11.118865,46.099736
1790,11.091736,46.116655
1791,11.110946,46.102871
1792,11.108633,46.106153
1793,11.111963,46.099637
1794,11.089943,46.113955
1795,11.107461,46.109297
1796,11.092545,46.107921
1797,11.110264,46.100431
1798,11.108229,46.126202
1799,11.108658,46.106372
1800,11.106558,46.10057
1801,11.111342,46.100155
1802,11.099354,46.106865
1803,11.112991,46.100454
1804,11.107153,46.128464
1805,11.091123,46.113275
1806,11.112292,46.105877
1807,11.097947,46.119972
1808,11.091978,46.111988
1809,11.090575,46.10511
1810,11.104074,46.107112
1811,11.109896,46.103278
1812,11.092524,46.115843
1813,11.099828,46.116829
1814,11.111433,46.108925
1815,11.11075,46.103275
1816,11.111411,46.109127
1817,11.09349,46.116516
1818,11.109506,46.103494
1819,11.097828,46.118405
1820,11.103108,46.116948
1821,11.093238,46.115581
1822,11.10796,46.123088
1823,11.093051,46.121264
1824,11.107142,46.108425
1825,11.109254,46.128956
1826,11.105544,46.120029
1827,11.100045,46.117116
1828,11.106889,46.109746
1829,11.107976,46.128055
1830,11.10372,46.116447
1831,11.09869,46.121325
1832,11.111464,46.133302
1833,11.098328,46.119884
1834,11.107185,46.128986
1835,11.091657,46.10804
1836,11.109889,46.130594
1837,11.112224,46.105425
1838,11.10831,46.107705
1839,11.110624,46.108973
1840,11.101372,46.098893
1841,11.110527,46.130738
1842,11.108319,46.106107
1843,11.111797,46.10841
1844,11.106432,46.105475
1845,11.104384,46.124876
1846,11.111813,46.106263
1847,11.109957,46.131224
1848,11.10669,46.121968
1849,11.101696,46.107183
1850,11.114344,46.106923
1851,11.109927,46.10067
1852,11.097114,46.119309
1853,11.113132,46.107062
1854,11.093888,46.121546
1855,11.106802,46.110357
1856,11.110586,46.103834
1857,11.111083,46.098311
1858,11.100989,46.118438
1859,11.110963,46.100639
1860,11.112558,46.133213
1861,11.093381,46.115387
1862,11.110696,46.134442
1863,11.097198,46.118043
1864,11.112108,46.099594
1865,11.110412,46.095116
1866,11.110193,46.101188
1867,11.094738,46.115866
1868,11.108212,46.111155
1869,11.098377,46.120923
1870,11.118689,46.100242
1871,11.101798,46.122545
1872,11.110724,46.133839
1873,11.111727,46.100132
1874,11.109552,46.098573
1875,11.100122,46.117148
1876,11.092563,46.115793
1877,11.101921,46.118023
1878,11.110945,46.109658
1879,11.118856,46.098489
1880,11.110573,46.098909
1881,11.109901,46.128974
1882,11.106115,46.106053
1883,11.103623,46.132351
1884,11.109209,46.107909
1885,11.112146,46.099083
1886,11.106439,46.124952
1887,11.109506,46.101949
1888,11.111889,46.107826
1889,11.113227,46.096353
1890,11.109505,46.131899
1891,11.092127,46.111814
1892,11.110167,46.128747
1893,11.108441,46.100237
1894,11.093992,46.115315
1895,11.100434,46.101329
1896,11.110064,46.102814
1897,11.104497,46.10068
1898,11.106972,46.109477
1899,11.093423,46.116348
1900,11.092317,46.108041
1901,11.111343,46.10903
1902,11.111054,46.108966
1903,11.108568,46.107361
1904,11.110607,46.107985
1905,11.111626,46.108779
1906,11.108145,46.105712
1907,11.108482,46.103692
1908,11.10303,46.098506
1909,11.105967,46.126524
1910,11.119202,46.099775
1911,11.109455,46.128089
1912,11.108301,46.126373
1913,11.093121,46.121592
1914,11.09963,46.117269
1915,11.10557,46.12047
1916,11.119192,46.065138
1917,11.118307,46.054407
1918,11.115003,46.05856
1919,11.112993,46.048616
1920,11.120659,46.054536
1921,11.132024,46.065561
1922,11.118105,46.057264
1923,11.119248,46.064839
1924,11.127141,46.059177
1925,11.119714,46.064153
1926,11.123871,46.064877
1927,11.123697,46.060796
1928,11.132062,46.065603
1929,11.120557,46.056093
1930,11.130911,46.063735
1931,11.121822,46.060423
1932,11.126409,46.061525
1933,11.115995,46.05652
1934,11.119126,46.062002
1935,11.120344,46.057877
1936,11.115847,46.055907
1937,11.120577,46.064484
1938,11.119752,46.063921
1939,11.124591,46.060807
1940,11.124817,46.060818
1941,11.119039,46.065857
1942,11.131969,46.065489
1943,11.130045,46.062459
1944,11.121131,46.063809
1945,11.11511,46.06252
1946,11.124218,46.060736
1947,11.114923,46.060107
1948,11.1238,46.061899
1949,11.124148,46.061443
1950,11.130362,46.066346
1951,11.123678,46.063759
1952,11.130888,46.063673
1953,11.124297,46.061317
1954,11.125791,46.062236
1955,11.129169,46.067005
1956,11.120225,46.056109
1957,11.122965,46.064769
1958,11.118433,46.053062
1959,11.123495,46.064466
1960,11.132704,46.06537
1961,11.128629,46.066967
1962,11.128105,46.060903
1963,11.124313,46.060758
1964,11.131083,46.063748
1965,11.133251,46.064206
1966,11.123556,46.064124
1967,11.129005,46.06685
1968,11.127709,46.062973
1969,11.12055,46.057919
1970,11.123932,46.061676
1971,11.130603,46.063894
1972,11.123909,46.061698
1973,11.114919,46.060734
1974,11.1206,46.053538
1975,11.128052,46.062301
1976,11.127569,46.066527
1977,11.122932,46.057789
1978,11.117925,46.057428
1979,11.1296,46.066841
1980,11.122941,46.063446
1981,11.123102,46.060729
1982,11.123531,46.063208
1983,11.127619,46.066614
1984,11.129549,46.066594
1985,11.127994,46.060842
1986,11.127222,46.059231
1987,11.121471,46.064091
1988,11.121315,46.063779
1989,11.121609,46.064387
1990,11.126853,46.067069
1991,11.113315,46.04835
1992,11.125236,46.059435
1993,11.126309,46.059305
1994,11.112921,46.058598
1995,11.128355,46.067027
1996,11.124112,46.060713
1997,11.120833,46.053843
1998,11.121078,46.063807
1999,11.115147,46.061295
2000,11.120856,46.056125
2001,11.123687,46.058015
2002,11.127644,46.06065
2003,11.120334,46.055742
2004,11.12846,46.067005
2005,11.121515,46.060364
2006,11.119947,46.065927
2007,11.124943,46.060693
2008,11.120379,46.055412
2009,11.127398,46.05935
2010,11.122063,46.060473
2011,11.12151,46.0639
2012,11.123365,46.06073
2013,11.123778,46.060811
2014,11.123278,46.058474
2015,11.118991,46.06606
2016,11.118762,46.057376
2017,11.120845,46.053796
2018,11.118443,46.058556
2019,11.122572,46.063752
2020,11.123776,46.062016
2021,11.116311,46.050353
2022,11.119892,46.065922
2023,11.128988,46.066799
2024,11.132738,46.064123
2025,11.124909,46.06073
2026,11.124396,46.061216
2027,11.130139,46.066434
2028,11.131182,46.065983
2029,11.117648,46.05689
2030,11.12075,46.059703
2031,11.115835,46.055787
2032,11.127381,46.066093
2033,11.127364,46.059329
2034,11.128058,46.067078
2035,11.121309,46.060327
2036,11.127974,46.06625
2037,11.115025,46.062098
2038,11.120083,46.060081
2039,11.120782,46.06678
2040,11.125315,46.061994
2041,11.124473,46.061105
2042,11.122317,46.064701
2043,11.114812,46.060914
2044,11.130279,46.064058
2045,11.123409,46.063739
2046,11.127591,46.060618
2047,11.123467,46.064527
2048,11.12343,46.063641
2049,11.124246,46.061392
2050,11.123398,46.063781
2051,11.111954,46.050895
2052,11.118317,46.05821
2053,11.130628,46.061559
2054,11.132301,46.065543
2055,11.120919,46.063794
2056,11.121641,46.064227
2057,11.127767,46.062776
2058,11.11515,46.060787
2059,11.12126,46.064544
2060,11.119114,46.059083
2061,11.122532,46.06474
2062,11.128899,46.060372
2063,11.124054,46.061552
2064,11.123518,46.06327
2065,11.12205,46.064706
2066,11.12347,46.063472
2067,11.129343,46.066726
2068,11.121579,46.064535
2069,11.12156,46.064648
2070,11.125257,46.061236
2071,11.124945,46.061279
2072,11.122789,46.064757
2073,11.124515,46.060789
2074,11.131384,46.06439
2075,11.131483,46.066124
2076,11.125692,46.060565
2077,11.130711,46.06384
2078,11.119603,46.065395
2079,11.120822,46.053624
2080,11.123754,46.056609
2081,11.121413,46.06414
2082,11.11842,46.058493
2083,11.124487,46.061081
2084,11.126157,46.064787
2085,11.122957,46.0607
2086,11.121064,46.066001
2087,11.123564,46.063054
2088,11.120197,46.05618
2089,11.119001,46.057846
2090,11.124034,46.057172
2091,11.120189,46.053968
2092,11.119963,46.060059
2093,11.125116,46.062031
2094,11.115973,46.055325
2095,11.124546,46.061927
2096,11.127256,46.067068
2097,11.123958,46.06165
2098,11.13083,46.06648
2099,11.122986,46.065317
2100,11.131663,46.062263
2101,11.117721,46.057618
2102,11.130647,46.066414
2103,11.125437,46.059585
2104,11.12359,46.062939
2105,11.129698,46.064386
2106,11.129478,46.061833
2107,11.127458,46.066069
2108,11.129651,46.066822
2109,11.120211,46.056143
2110,11.127737,46.060679
2111,11.123257,46.06426
2112,11.123227,46.064631
2113,11.125164,46.061192
2114,11.124355,46.061259
2115,11.12033,46.054564
2116,11.124399,46.06094
2117,11.127614,46.066027
2118,11.127545,46.066479
2119,11.134025,46.073386
2120,11.121763,46.060413
2121,11.12127,46.064671
2122,11.129929,46.063985
2123,11.128164,46.06706
2124,11.128039,46.059788
2125,11.116086,46.055518
2126,11.126304,46.059344
2127,11.114474,46.061396
2128,11.122468,46.063759
2129,11.116129,46.055235
2130,11.127825,46.062724
2131,11.12376,46.062088
2132,11.121067,46.065829
2133,11.123585,46.064901
2134,11.123859,46.061747
2135,11.12776,46.066372
2136,11.123745,46.062169
2137,11.120875,46.066781
2138,11.132851,46.065313
2139,11.112654,46.058805
2140,11.116101,46.055436
2141,11.123285,46.064155
2142,11.120911,46.053863
2143,11.121818,46.060564
2144,11.130782,46.064008
2145,11.119109,46.065546
2146,11.115073,46.06181
2147,11.128024,46.062996
2148,11.12362,46.062792
2149,11.129551,46.061251
2150,11.12859,46.061058
2151,11.145377,46.04882
2152,11.145424,46.047886
2153,11.145839,46.048666
2154,11.145587,46.04878
2155,11.14399,46.049741
2156,11.144868,46.050835
2157,11.14488,46.046939
2158,11.147157,46.044517
2159,11.145633,46.048995
2160,11.142093,46.040787
2161,11.14437,46.04783
2162,11.145449,46.047571
2163,11.145575,46.049008
2164,11.145679,46.048637
2165,11.153118,46.048818
2166,11.154034,46.066291
2167,11.154436,46.066221
2168,11.161376,46.069418
2169,11.14894,46.063841
2170,11.155007,46.066193
2171,11.178165,46.069853
2172,11.154803,46.066147
2173,11.155083,46.066338
2174,11.150412,46.064857
2175,11.161311,46.069352
2176,11.15184,46.062022
2177,11.155232,46.066215
2178,11.156077,46.066271
2179,11.152559,46.062007
2180,11.152415,46.061885
2181,11.154228,46.065664
2182,11.155571,46.066219
2183,11.155669,46.063943
2184,11.10207,46.06542
2185,11.07271,46.052297
2186,11.096892,46.064401
2187,11.118601,46.120027
2188,11.117084,46.122741
2189,11.116837,46.123738
2190,11.116651,46.127534
2191,11.118787,46.138047
2192,11.134281,46.13207
2193,11.116536,46.126436
2194,11.127856,46.126951
2195,11.134372,46.137663
2196,11.117187,46.128354
2197,11.12102,46.119726
2198,11.126296,46.130249
2199,11.11675,46.127672
2200,11.117141,46.12818
